cycle,e_sweep,e_obs,attr_std,trans_std,e_alt,attr_r1,r1_disagree,trans_r1,pop_xor,attr_r2,r2_disagree,trans_r2,e_lag,attr_r3,r3_disagree,trans_r3,e_r4,attr_r4,r4_disagree,trans_r4,rot_k,epoch_mask
135,8,7,4,0,30,4,0,0,3,4,0,0,6,4,0,0,53,2,1,1,11,7482
136,9,8,4,0,38,4,0,0,3,4,0,0,7,4,0,0,22,4,0,1,11,7482
137,10,9,4,0,33,4,0,0,6,4,0,0,8,4,0,0,22,4,0,0,11,7482
138,11,10,4,0,44,4,0,0,5,4,0,0,9,4,0,0,54,2,1,1,11,7482
139,12,11,4,0,42,4,0,0,7,4,0,0,10,4,0,0,22,4,0,1,11,7482
140,13,12,4,0,52,2,1,1,7,4,0,0,11,4,0,0,23,4,0,0,11,7482
141,14,13,4,0,49,4,0,1,9,4,0,0,12,4,0,0,55,2,1,1,11,7482
142,15,14,4,0,60,2,1,1,10,4,0,0,13,4,0,0,23,4,0,1,11,7482
143,16,15,4,0,57,2,1,0,7,4,0,0,14,4,0,0,12,4,0,0,1,5353
144,17,16,4,0,11,4,0,1,4,4,0,0,15,4,0,0,50,2,1,1,1,5353
145,18,17,4,0,15,4,0,0,8,4,0,0,16,4,0,0,48,4,0,1,1,5353
146,19,18,4,0,3,4,0,0,7,4,0,0,17,4,0,0,54,2,1,1,1,5353
147,20,20,4,0,26,4,0,0,10,4,0,0,18,4,0,0,59,2,1,0,1,5353
148,21,20,4,0,25,4,0,0,6,4,0,0,20,4,0,0,58,2,1,0,1,5353
149,22,21,4,0,28,4,0,0,5,4,0,0,20,4,0,0,56,2,1,0,1,5353
150,23,22,4,0,18,4,0,0,5,4,0,0,21,4,0,0,63,3,1,1,1,5353
151,24,23,4,0,22,4,0,0,7,4,0,0,22,4,0,0,61,2,1,1,1,5353
152,25,24,4,0,47,4,0,0,6,4,0,0,23,4,0,0,34,4,0,1,1,5353
153,26,25,4,0,41,4,0,0,5,4,0,0,24,4,0,0,33,4,0,0,1,5353
154,27,26,4,0,39,4,0,0,8,4,0,0,25,4,0,0,38,4,0,0,1,5353
155,28,27,4,0,33,4,0,0,3,4,0,0,26,4,0,0,37,4,0,0,1,5353
156,29,28,4,0,62,2,1,1,8,4,0,0,27,4,0,0,43,4,0,0,1,5353
157,30,29,4,0,58,2,1,0,8,4,0,0,28,4,0,0,41,4,0,0,1,5353
158,31,30,4,0,54,2,1,0,10,4,0,0,29,4,0,0,47,4,0,0,1,5353
159,32,31,4,0,49,4,0,1,10,4,0,0,30,4,0,0,54,2,1,1,4,5031
160,33,32,4,0,19,4,0,0,3,4,0,0,31,4,0,0,1,4,0,1,4,5031
161,34,33,4,0,23,4,0,0,7,4,0,0,32,4,0,0,19,4,0,0,4,5031
162,35,34,4,0,27,4,0,0,6,4,0,0,33,4,0,0,39,4,0,0,4,5031
163,36,36,4,0,2,4,0,0,10,4,0,0,34,4,0,0,14,4,0,0,4,5031
164,37,37,4,0,6,4,0,0,6,4,0,0,36,4,0,0,30,4,0,0,4,5031
165,38,38,4,0,11,4,0,0,10,4,0,0,37,4,0,0,46,4,0,0,4,5031
166,39,38,4,0,8,4,0,0,5,4,0,0,38,4,0,0,32,4,0,0,4,5031
167,40,39,4,0,13,4,0,0,5,4,0,0,38,4,0,0,53,2,1,1,4,5031
168,41,40,4,0,53,2,1,1,5,4,0,0,39,4,0,0,11,4,0,1,4,5031
169,42,41,4,0,50,2,1,0,7,4,0,0,40,4,0,0,23,4,0,0,4,5031
170,43,43,4,0,57,2,1,0,5,4,0,0,41,4,0,0,62,2,1,1,4,5031
171,44,44,4,0,38,4,0,1,6,4,0,0,43,4,0,0,14,4,0,1,4,5031
172,45,45,4,0,34,4,0,0,9,4,0,0,44,4,0,0,30,4,0,0,4,5031
173,46,45,4,0,33,4,0,0,4,4,0,0,45,4,0,0,17,4,0,0,4,5031
174,47,46,4,0,44,4,0,0,10,4,0,0,45,4,0,0,34,4,0,0,4,5031
175,48,47,4,0,42,4,0,0,5,4,0,0,46,4,0,0,4,4,0,0,7,3741
176,49,48,4,0,27,4,0,0,5,4,0,0,47,4,0,0,20,4,0,0,7,3741
177,50,49,4,0,30,4,0,0,8,4,0,0,48,4,0,0,54,2,1,1,7,3741
178,51,51,2,1,21,4,1,0,7,4,1,0,49,4,1,0,62,2,0,0,7,3741
179,52,52,2,0,10,4,1,0,6,4,1,0,51,2,0,1,56,2,0,0,7,3741
180,53,52,2,0,9,4,1,0,6,4,1,0,52,2,0,0,4,4,1,1,7,3741
181,54,53,2,0,13,4,1,0,6,4,1,0,52,2,0,0,20,4,1,0,7,3741
182,55,54,2,0,1,4,1,0,6,4,1,0,53,2,0,0,54,2,0,1,7,3741
183,56,56,2,0,60,2,0,1,7,4,1,0,54,2,0,0,62,2,0,0,7,3741
184,57,57,2,0,56,2,0,0,9,4,1,0,56,2,0,0,58,2,0,0,7,3741
185,58,57,2,0,59,2,0,0,7,4,1,0,57,2,0,0,12,4,1,1,7,3741
186,59,58,2,0,55,2,0,0,7,4,1,0,57,2,0,0,38,4,1,0,7,3741
187,60,59,2,0,48,4,1,1,5,4,1,0,58,2,0,0,18,4,1,0,7,3741
188,61,60,2,0,44,4,1,0,9,4,1,0,59,2,0,0,58,2,0,1,7,3741
189,62,61,2,0,41,4,1,0,6,4,1,0,60,2,0,0,10,4,1,1,7,3741
190,63,62,2,0,37,4,1,0,9,4,1,0,61,2,0,0,40,4,1,0,7,3741
191,0,63,3,1,35,4,1,0,9,4,1,0,62,2,1,0,30,4,1,0,10,6772
192,1,0,1,1,0,1,0,1,0,1,0,1,63,3,1,1,9,4,1,0,10,6772
193,2,1,4,1,5,4,0,1,4,4,0,1,0,1,1,1,41,4,0,0,10,6772
194,3,2,4,0,11,4,0,0,4,4,0,0,1,4,0,1,57,2,1,1,10,6772
195,4,3,4,0,14,4,0,0,3,4,0,0,2,4,0,0,25,4,0,1,10,6772
196,5,4,4,0,16,4,0,0,2,4,0,0,3,4,0,0,9,4,0,0,10,6772
197,6,5,4,0,23,4,0,0,6,4,0,0,4,4,0,0,41,4,0,0,10,6772
198,7,6,4,0,25,4,0,0,4,4,0,0,5,4,0,0,41,4,0,0,10,6772
199,8,7,4,0,28,4,0,0,5,4,0,0,6,4,0,0,57,2,1,1,10,6772
200,9,8,4,0,38,4,0,0,7,4,0,0,7,4,0,0,24,4,0,1,10,6772
201,10,9,4,0,32,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,10,6772
202,11,10,4,0,44,4,0,0,7,4,0,0,9,4,0,0,56,2,1,1,10,6772
203,12,11,4,0,43,4,0,0,6,4,0,0,10,4,0,0,24,4,0,1,10,6772
204,13,12,4,0,53,2,1,1,8,4,0,0,11,4,0,0,8,4,0,0,10,6772
205,14,13,4,0,49,4,0,1,7,4,0,0,12,4,0,0,40,4,0,0,10,6772
206,15,14,4,0,61,2,1,1,11,4,0,0,13,4,0,0,40,4,0,0,10,6772
207,16,15,4,0,56,2,1,0,6,4,0,0,14,4,0,0,40,4,0,0,0,2515
208,17,16,4,0,10,4,0,1,3,4,0,0,15,4,0,0,55,2,1,1,0,2515
209,18,17,4,0,12,4,0,0,5,4,0,0,16,4,0,0,54,2,1,0,0,2515
210,19,18,4,0,1,4,0,0,6,4,0,0,17,4,0,0,53,2,1,0,0,2515
211,20,19,4,0,5,4,0,0,9,4,0,0,18,4,0,0,52,2,1,0,0,2515
212,21,20,4,0,27,4,0,0,7,4,0,0,19,4,0,0,51,2,1,0,0,2515
213,22,21,4,0,31,4,0,0,8,4,0,0,20,4,0,0,50,2,1,0,0,2515
214,23,22,4,0,17,4,0,0,8,4,0,0,21,4,0,0,49,4,0,1,0,2515
215,24,23,4,0,22,4,0,0,9,4,0,0,22,4,0,0,48,4,0,0,0,2515
216,25,24,4,0,46,4,0,0,4,4,0,0,23,4,0,0,63,3,1,1,0,2515
217,26,25,4,0,43,4,0,0,8,4,0,0,24,4,0,0,62,2,1,1,0,2515
218,27,26,4,0,39,4,0,0,11,4,0,0,25,4,0,0,61,2,1,0,0,2515
219,28,27,4,0,32,4,0,0,7,4,0,0,26,4,0,0,60,2,1,0,0,2515
220,29,28,4,0,60,2,1,1,8,4,0,0,27,4,0,0,59,2,1,0,0,2515
221,30,30,4,0,55,2,1,0,8,4,0,0,28,4,0,0,57,2,1,0,0,2515
222,31,31,4,0,51,2,1,0,9,4,0,0,30,4,0,0,56,2,1,0,0,2515
223,32,32,4,0,16,4,0,1,5,4,0,0,31,4,0,0,29,4,0,1,3,1870
224,33,32,4,0,19,4,0,0,4,4,0,0,32,4,0,0,26,4,0,0,3,1870
225,34,33,4,0,23,4,0,0,7,4,0,0,32,4,0,0,19,4,0,0,3,1870
226,35,34,4,0,24,4,0,0,9,4,0,0,33,4,0,0,14,4,0,0,3,1870
227,36,35,4,0,30,4,0,0,5,4,0,0,34,4,0,0,3,4,0,0,3,1870
228,37,36,4,0,3,4,0,0,7,4,0,0,35,4,0,0,62,2,1,1,3,1870
229,38,37,4,0,4,4,0,0,8,4,0,0,36,4,0,0,48,4,0,1,3,1870
230,39,38,4,0,11,4,0,0,7,4,0,0,37,4,0,0,44,4,0,0,3,1870
231,40,39,4,0,15,4,0,0,4,4,0,0,38,4,0,0,36,4,0,0,3,1870
232,41,40,4,0,53,2,1,1,6,4,0,0,39,4,0,0,31,4,0,0,3,1870
233,42,41,4,0,50,2,1,0,8,4,0,0,40,4,0,0,17,4,0,0,3,1870
234,43,43,4,0,57,2,1,0,8,4,0,0,41,4,0,0,5,4,0,0,3,1870
235,44,44,4,0,38,4,0,1,9,4,0,0,43,4,0,0,61,2,1,1,3,1870
236,45,44,4,0,37,4,0,0,7,4,0,0,44,4,0,0,58,2,1,0,3,1870
237,46,45,4,0,32,4,0,0,7,4,0,0,44,4,0,0,48,4,0,1,3,1870
238,47,46,4,0,46,4,0,0,8,4,0,0,45,4,0,0,47,4,0,0,3,1870
239,48,47,4,0,42,4,0,0,8,4,0,0,46,4,0,0,40,4,0,0,6,7482
240,49,48,4,0,27,4,0,0,2,4,0,0,47,4,0,0,4,4,0,0,6,7482
241,50,49,4,0,29,4,0,0,7,4,0,0,48,4,0,0,45,4,0,0,6,7482
242,51,50,2,1,19,4,1,0,8,4,1,0,49,4,1,0,30,4,1,0,6,7482
243,52,51,2,0,21,4,1,0,11,4,1,0,50,2,0,1,57,2,0,1,6,7482
244,53,52,2,0,11,4,1,0,5,4,1,0,51,2,0,0,38,4,1,1,6,7482
245,54,53,2,0,15,4,1,0,3,4,1,0,52,2,0,0,41,4,1,0,6,7482
246,55,54,2,0,0,1,1,1,8,4,1,0,53,2,0,0,7,4,1,0,6,7482
247,56,55,2,0,6,4,1,1,6,4,1,0,54,2,0,0,43,4,1,0,6,7482
248,57,56,2,0,63,3,1,1,6,4,1,0,55,2,0,0,3,4,1,0,6,7482
249,58,57,2,0,58,2,0,1,7,4,1,0,56,2,0,0,19,4,1,0,6,7482
250,59,59,2,0,49,4,1,1,8,4,1,0,57,2,0,0,55,2,0,1,6,7482
251,60,60,2,0,46,4,1,0,5,4,1,0,59,2,0,0,55,2,0,0,6,7482
252,61,61,2,0,42,4,1,0,10,4,1,0,60,2,0,0,54,2,0,0,6,7482
253,62,62,2,0,39,4,1,0,8,4,1,0,61,2,0,0,53,2,0,0,6,7482
254,63,62,2,0,36,4,1,0,8,4,1,0,62,2,0,0,10,4,1,1,6,7482
255,0,63,3,1,32,4,1,0,10,4,1,0,62,2,1,0,56,2,1,1,9,5353
256,1,0,1,1,2,4,1,0,0,1,0,1,63,3,1,1,3,4,1,1,9,5353
257,2,1,4,1,7,4,0,0,4,4,0,1,0,1,1,1,59,2,1,1,9,5353
258,3,2,4,0,10,4,0,0,6,4,0,0,1,4,0,1,3,4,0,1,9,5353
259,4,3,4,0,12,4,0,0,6,4,0,0,2,4,0,0,51,2,1,1,9,5353
260,5,4,4,0,17,4,0,0,7,4,0,0,3,4,0,0,27,4,0,1,9,5353
261,6,5,4,0,23,4,0,0,6,4,0,0,4,4,0,0,3,4,0,0,9,5353
262,7,6,4,0,25,4,0,0,6,4,0,0,5,4,0,0,59,2,1,1,9,5353
263,8,7,4,0,30,4,0,0,7,4,0,0,6,4,0,0,3,4,0,1,9,5353
264,9,8,4,0,37,4,0,0,4,4,0,0,7,4,0,0,59,2,1,1,9,5353
265,10,9,4,0,35,4,0,0,7,4,0,0,8,4,0,0,3,4,0,1,9,5353
266,11,10,4,0,44,4,0,0,10,4,0,0,9,4,0,0,51,2,1,1,9,5353
267,12,11,4,0,42,4,0,0,4,4,0,0,10,4,0,0,27,4,0,1,9,5353
268,13,12,4,0,55,2,1,1,8,4,0,0,11,4,0,0,11,4,0,0,9,5353
269,14,13,4,0,48,4,0,1,8,4,0,0,12,4,0,0,35,4,0,0,9,5353
270,15,14,4,0,62,2,1,1,9,4,0,0,13,4,0,0,59,2,1,1,9,5353
271,16,15,4,0,57,2,1,0,8,4,0,0,14,4,0,0,9,4,0,1,12,5031
272,17,16,4,0,11,4,0,1,4,4,0,0,15,4,0,0,6,4,0,0,12,5031
273,18,17,4,0,15,4,0,0,7,4,0,0,16,4,0,0,6,4,0,0,12,5031
274,19,18,4,0,3,4,0,0,4,4,0,0,17,4,0,0,7,4,0,0,12,5031
275,20,19,4,0,6,4,0,0,7,4,0,0,18,4,0,0,7,4,0,0,12,5031
276,21,20,4,0,25,4,0,0,6,4,0,0,19,4,0,0,4,4,0,0,12,5031
277,22,21,4,0,28,4,0,0,6,4,0,0,20,4,0,0,4,4,0,0,12,5031
278,23,22,4,0,16,4,0,0,6,4,0,0,21,4,0,0,5,4,0,0,12,5031
279,24,23,4,0,21,4,0,0,4,4,0,0,22,4,0,0,5,4,0,0,12,5031
280,25,24,4,0,45,4,0,0,7,4,0,0,23,4,0,0,2,4,0,0,12,5031
281,26,25,4,0,42,4,0,0,6,4,0,0,24,4,0,0,2,4,0,0,12,5031
282,27,27,4,0,33,4,0,0,7,4,0,0,25,4,0,0,3,4,0,0,12,5031
283,28,27,4,0,34,4,0,0,7,4,0,0,27,4,0,0,3,4,0,0,12,5031
284,29,28,4,0,61,2,1,1,10,4,0,0,27,4,0,0,0,1,1,1,12,5031
285,30,29,4,0,59,2,1,0,11,4,0,0,28,4,0,0,0,1,1,0,12,5031
286,31,30,4,0,53,2,1,0,10,4,0,0,29,4,0,0,1,4,0,1,12,5031
287,32,31,4,0,51,2,1,0,6,4,0,0,30,4,0,0,6,4,0,0,2,3741
288,33,32,4,0,16,4,0,1,3,4,0,0,31,4,0,0,58,2,1,1,2,3741
289,34,33,4,0,20,4,0,0,5,4,0,0,32,4,0,0,62,2,1,0,2,3741
290,35,34,4,0,24,4,0,0,7,4,0,0,33,4,0,0,51,2,1,0,2,3741
291,36,35,4,0,28,4,0,0,4,4,0,0,34,4,0,0,55,2,1,0,2,3741
292,37,36,4,0,0,1,1,1,6,4,0,0,35,4,0,0,40,4,0,1,2,3741
293,38,37,4,0,7,4,0,1,5,4,0,0,36,4,0,0,47,4,0,0,2,3741
294,39,38,4,0,10,4,0,0,7,4,0,0,37,4,0,0,35,4,0,0,2,3741
295,40,39,4,0,12,4,0,0,3,4,0,0,38,4,0,0,37,4,0,0,2,3741
296,41,40,4,0,53,2,1,1,6,4,0,0,39,4,0,0,27,4,0,0,2,3741
297,42,41,4,0,50,2,1,0,6,4,0,0,40,4,0,0,28,4,0,0,2,3741
298,43,42,4,0,61,2,1,0,9,4,0,0,41,4,0,0,18,4,0,0,2,3741
299,44,43,4,0,57,2,1,0,5,4,0,0,42,4,0,0,22,4,0,0,2,3741
300,45,44,4,0,39,4,0,1,7,4,0,0,43,4,0,0,11,4,0,0,2,3741
301,46,45,4,0,32,4,0,0,6,4,0,0,44,4,0,0,12,4,0,0,2,3741
302,47,46,4,0,44,4,0,0,9,4,0,0,45,4,0,0,1,4,0,0,2,3741
303,48,47,4,0,40,4,0,0,6,4,0,0,46,4,0,0,17,4,0,0,5,6772
304,49,48,4,0,25,4,0,0,5,4,0,0,47,4,0,0,36,4,0,0,5,6772
305,50,49,4,0,30,4,0,0,5,4,0,0,48,4,0,0,30,4,0,0,5,6772
306,51,50,2,1,16,4,1,0,5,4,1,0,49,4,1,0,34,4,1,0,5,6772
307,52,51,2,0,23,4,1,0,5,4,1,0,50,2,0,1,27,4,1,0,5,6772
308,53,53,2,0,14,4,1,0,7,4,1,0,51,2,0,0,9,4,1,0,5,6772
309,54,53,2,0,13,4,1,0,5,4,1,0,53,2,0,0,21,4,1,0,5,6772
310,55,54,2,0,1,4,1,0,7,4,1,0,53,2,0,0,60,2,0,1,5,6772
311,56,55,2,0,7,4,1,0,6,4,1,0,54,2,0,0,14,4,1,1,5,6772
312,57,56,2,0,61,2,0,1,7,4,1,0,55,2,0,0,34,4,1,0,5,6772
313,58,57,2,0,58,2,0,0,7,4,1,0,56,2,0,0,26,4,1,0,5,6772
314,59,59,2,0,49,4,1,1,7,4,1,0,57,2,0,0,8,4,1,0,5,6772
315,60,60,2,0,46,4,1,0,5,4,1,0,59,2,0,0,41,4,1,0,5,6772
316,61,60,2,0,45,4,1,0,9,4,1,0,60,2,0,0,54,2,0,1,5,6772
317,62,61,2,0,41,4,1,0,7,4,1,0,60,2,0,0,18,4,1,1,5,6772
318,63,62,2,0,37,4,1,0,7,4,1,0,61,2,0,0,59,2,0,1,5,6772
319,0,63,3,1,32,4,1,0,12,2,1,1,62,2,1,0,26,4,1,1,8,2515
320,1,0,1,1,3,4,1,0,0,1,0,1,63,3,1,1,7,4,1,0,8,2515
321,2,1,4,1,6,4,0,0,3,4,0,1,0,1,1,1,7,4,0,0,8,2515
322,3,2,4,0,9,4,0,0,3,4,0,0,1,4,0,1,7,4,0,0,8,2515
323,4,3,4,0,13,4,0,0,4,4,0,0,2,4,0,0,3,4,0,0,8,2515
324,5,4,4,0,18,4,0,0,7,4,0,0,3,4,0,0,15,4,0,0,8,2515
325,6,5,4,0,22,4,0,0,5,4,0,0,4,4,0,0,23,4,0,0,8,2515
326,7,6,4,0,26,4,0,0,4,4,0,0,5,4,0,0,35,4,0,0,8,2515
327,8,7,4,0,30,4,0,0,5,4,0,0,6,4,0,0,11,4,0,0,8,2515
328,9,8,4,0,38,4,0,0,8,4,0,0,7,4,0,0,27,4,0,0,8,2515
329,10,9,4,0,33,4,0,0,8,4,0,0,8,4,0,0,63,3,1,1,8,2515
330,11,10,4,0,47,4,0,0,6,4,0,0,9,4,0,0,55,2,1,1,8,2515
331,12,12,4,0,54,2,1,1,7,4,0,0,10,4,0,0,39,4,0,1,8,2515
332,13,12,4,0,53,2,1,0,6,4,0,0,12,4,0,0,11,4,0,0,8,2515
333,14,13,4,0,48,4,0,1,10,4,0,0,12,4,0,0,31,4,0,0,8,2515
334,15,14,4,0,62,2,1,1,10,4,0,0,13,4,0,0,51,2,1,1,8,2515
335,16,15,4,0,57,2,1,0,7,4,0,0,14,4,0,0,30,4,0,1,11,1870
336,17,16,4,0,11,4,0,1,1,4,0,0,15,4,0,0,57,2,1,1,11,1870
337,18,17,4,0,15,4,0,0,7,4,0,0,16,4,0,0,25,4,0,1,11,1870
338,19,18,4,0,0,1,1,1,7,4,0,0,17,4,0,0,57,2,1,1,11,1870
339,20,19,4,0,6,4,0,1,6,4,0,0,18,4,0,0,57,2,1,0,11,1870
340,21,20,4,0,27,4,0,0,6,4,0,0,19,4,0,0,24,4,0,1,11,1870
341,22,21,4,0,29,4,0,0,8,4,0,0,20,4,0,0,24,4,0,0,11,1870
342,23,22,4,0,17,4,0,0,9,4,0,0,21,4,0,0,56,2,1,1,11,1870
343,24,23,4,0,20,4,0,0,6,4,0,0,22,4,0,0,24,4,0,1,11,1870
344,25,24,4,0,46,4,0,0,5,4,0,0,23,4,0,0,27,4,0,0,11,1870
345,26,25,4,0,41,4,0,0,6,4,0,0,24,4,0,0,59,2,1,1,11,1870
346,27,26,4,0,36,4,0,0,8,4,0,0,25,4,0,0,59,2,1,0,11,1870
347,28,27,4,0,35,4,0,0,2,4,0,0,26,4,0,0,59,2,1,0,11,1870
348,29,28,4,0,63,3,1,1,7,4,0,0,27,4,0,0,26,4,0,1,11,1870
349,30,29,4,0,56,2,1,1,8,4,0,0,28,4,0,0,26,4,0,0,11,1870
350,31,31,4,0,51,2,1,0,9,4,0,0,29,4,0,0,26,4,0,0,11,1870
351,32,31,4,0,48,4,0,1,9,4,0,0,31,4,0,0,11,4,0,0,1,7482
352,33,32,4,0,18,4,0,0,6,4,0,0,31,4,0,0,53,2,1,1,1,7482
353,34,33,4,0,21,4,0,0,10,4,0,0,32,4,0,0,54,2,1,0,1,7482
354,35,34,4,0,27,4,0,0,7,4,0,0,33,4,0,0,49,4,0,1,1,7482
355,36,36,4,0,2,4,0,0,8,4,0,0,34,4,0,0,60,2,1,1,1,7482
356,37,36,4,0,1,4,0,0,7,4,0,0,36,4,0,0,61,2,1,0,1,7482
357,38,37,4,0,5,4,0,0,6,4,0,0,36,4,0,0,63,3,1,1,1,7482
358,39,38,4,0,10,4,0,0,6,4,0,0,37,4,0,0,56,2,1,1,1,7482
359,40,39,4,0,13,4,0,0,6,4,0,0,38,4,0,0,59,2,1,0,1,7482
360,41,40,4,0,53,2,1,1,6,4,0,0,39,4,0,0,36,4,0,1,1,7482
361,42,41,4,0,50,2,1,0,8,4,0,0,40,4,0,0,39,4,0,0,1,7482
362,43,42,4,0,62,2,1,0,5,4,0,0,41,4,0,0,33,4,0,0,1,7482
363,44,43,4,0,59,2,1,0,7,4,0,0,42,4,0,0,35,4,0,0,1,7482
364,45,44,4,0,39,4,0,1,5,4,0,0,43,4,0,0,44,4,0,0,1,7482
365,46,45,4,0,35,4,0,0,6,4,0,0,44,4,0,0,46,4,0,0,1,7482
366,47,46,4,0,44,4,0,0,8,4,0,0,45,4,0,0,41,4,0,0,1,7482
367,48,47,4,0,42,4,0,0,5,4,0,0,46,4,0,0,36,4,0,0,4,5353
368,49,48,4,0,27,4,0,0,7,4,0,0,47,4,0,0,31,4,0,0,4,5353
369,50,49,4,0,29,4,0,0,8,4,0,0,48,4,0,0,5,4,0,0,4,5353
370,51,50,2,1,19,4,1,0,8,4,1,0,49,4,1,0,56,2,0,1,4,5353
371,52,51,2,0,20,4,1,0,10,4,1,0,50,2,0,1,38,4,1,1,4,5353
372,53,52,2,0,8,4,1,0,7,4,1,0,51,2,0,0,27,4,1,0,4,5353
373,54,53,2,0,13,4,1,0,5,4,1,0,52,2,0,0,13,4,1,0,4,5353
374,55,54,2,0,1,4,1,0,9,4,1,0,53,2,0,0,57,2,0,1,4,5353
375,56,55,2,0,7,4,1,0,5,4,1,0,54,2,0,0,32,4,1,1,4,5353
376,57,56,2,0,61,2,0,1,6,4,1,0,55,2,0,0,22,4,1,0,4,5353
377,58,57,2,0,58,2,0,0,9,4,1,0,56,2,0,0,10,4,1,0,4,5353
378,59,59,2,0,49,4,1,1,8,4,1,0,57,2,0,0,35,4,1,0,4,5353
379,60,59,2,0,50,2,0,1,8,4,1,0,59,2,0,0,45,4,1,0,4,5353
380,61,60,2,0,44,4,1,1,7,4,1,0,59,2,0,0,24,4,1,0,4,5353
381,62,61,2,0,43,4,1,0,9,4,1,0,60,2,0,0,6,4,1,0,4,5353
382,63,62,2,0,37,4,1,0,8,4,1,0,61,2,0,0,58,2,0,1,4,5353
383,0,63,3,1,32,4,1,0,12,2,1,1,62,2,1,0,48,4,1,1,7,5031
384,1,0,1,1,3,4,1,0,0,1,0,1,63,3,1,1,58,2,1,1,7,5031
385,2,1,4,1,6,4,0,0,4,4,0,1,0,1,1,1,22,4,0,1,7,5031
386,3,2,4,0,8,4,0,0,5,4,0,0,1,4,0,1,46,4,0,0,7,5031
387,4,3,4,0,12,4,0,0,6,4,0,0,2,4,0,0,62,2,1,1,7,5031
388,5,4,4,0,16,4,0,0,5,4,0,0,3,4,0,0,30,4,0,1,7,5031
389,6,5,4,0,22,4,0,0,6,4,0,0,4,4,0,0,28,4,0,0,7,5031
390,7,6,4,0,27,4,0,0,6,4,0,0,5,4,0,0,26,4,0,0,7,5031
391,8,7,4,0,31,4,0,0,6,4,0,0,6,4,0,0,20,4,0,0,7,5031
392,9,8,4,0,37,4,0,0,9,4,0,0,7,4,0,0,42,4,0,0,7,5031
393,10,9,4,0,33,4,0,0,5,4,0,0,8,4,0,0,54,2,1,1,7,5031
394,11,10,4,0,46,4,0,0,4,4,0,0,9,4,0,0,44,4,0,1,7,5031
395,12,11,4,0,40,4,0,0,6,4,0,0,10,4,0,0,56,2,1,1,7,5031
396,13,12,4,0,52,2,1,1,7,4,0,0,11,4,0,0,18,4,0,1,7,5031
397,14,13,4,0,51,2,1,0,6,4,0,0,12,4,0,0,36,4,0,0,7,5031
398,15,14,4,0,61,2,1,0,7,4,0,0,13,4,0,0,10,4,0,0,7,5031
399,16,15,4,0,56,2,1,0,7,4,0,0,14,4,0,0,43,4,0,0,10,3741
400,17,16,4,0,11,4,0,1,3,4,0,0,15,4,0,0,8,4,0,0,10,3741
401,18,17,4,0,13,4,0,0,8,4,0,0,16,4,0,0,24,4,0,0,10,3741
402,19,18,4,0,2,4,0,0,5,4,0,0,17,4,0,0,56,2,1,1,10,3741
403,20,19,4,0,7,4,0,0,9,4,0,0,18,4,0,0,40,4,0,1,10,3741
404,21,20,4,0,25,4,0,0,5,4,0,0,19,4,0,0,8,4,0,0,10,3741
405,22,21,4,0,28,4,0,0,8,4,0,0,20,4,0,0,8,4,0,0,10,3741
406,23,22,4,0,18,4,0,0,8,4,0,0,21,4,0,0,8,4,0,0,10,3741
407,24,23,4,0,21,4,0,0,8,4,0,0,22,4,0,0,24,4,0,0,10,3741
408,25,25,4,0,40,4,0,0,5,4,0,0,23,4,0,0,25,4,0,0,10,3741
409,26,26,4,0,37,4,0,0,6,4,0,0,25,4,0,0,41,4,0,0,10,3741
410,27,26,4,0,38,4,0,0,10,4,0,0,26,4,0,0,9,4,0,0,10,3741
411,28,27,4,0,34,4,0,0,6,4,0,0,26,4,0,0,9,4,0,0,10,3741
412,29,28,4,0,60,2,1,1,8,4,0,0,27,4,0,0,9,4,0,0,10,3741
413,30,30,4,0,55,2,1,0,7,4,0,0,28,4,0,0,9,4,0,0,10,3741
414,31,31,4,0,51,2,1,0,9,4,0,0,30,4,0,0,9,4,0,0,10,3741
415,32,32,4,0,16,4,0,1,5,4,0,0,31,4,0,0,9,4,0,0,0,6772
416,33,33,4,0,20,4,0,0,5,4,0,0,32,4,0,0,8,4,0,0,0,6772
417,34,33,4,0,23,4,0,0,7,4,0,0,33,4,0,0,8,4,0,0,0,6772
418,35,34,4,0,27,4,0,0,7,4,0,0,33,4,0,0,11,4,0,0,0,6772
419,36,35,4,0,28,4,0,0,6,4,0,0,34,4,0,0,10,4,0,0,0,6772
420,37,36,4,0,0,1,1,1,5,4,0,0,35,4,0,0,13,4,0,0,0,6772
421,38,37,4,0,5,4,0,1,11,4,0,0,36,4,0,0,12,4,0,0,0,6772
422,39,38,4,0,9,4,0,0,3,4,0,0,37,4,0,0,15,4,0,0,0,6772
423,40,39,4,0,14,4,0,0,4,4,0,0,38,4,0,0,14,4,0,0,0,6772
424,41,40,4,0,54,2,1,1,7,4,0,0,39,4,0,0,1,4,0,0,0,6772
425,42,41,4,0,51,2,1,0,8,4,0,0,40,4,0,0,0,1,1,1,0,6772
426,43,42,4,0,62,2,1,0,5,4,0,0,41,4,0,0,3,4,0,1,0,6772
427,44,43,4,0,56,2,1,0,8,4,0,0,42,4,0,0,2,4,0,0,0,6772
428,45,44,4,0,37,4,0,1,8,4,0,0,43,4,0,0,5,4,0,0,0,6772
429,46,45,4,0,32,4,0,0,4,4,0,0,44,4,0,0,4,4,0,0,0,6772
