cycle,regime,local_cycle,active_mode,mask_val,computed,computed_mod,e_field_base,e_field_mod,attractor_base,attractor_mod,attractor_changed,delta_computed,delta_mod,transition_base,mode_lfsr_state
4775,4,275,0,0,892,892,13,13,4,4,0,1607,1607,0,21415
4776,4,276,1,63,1769,1750,27,27,4,4,0,877,915,0,10062
4777,4,277,2,4032,3521,513,55,8,2,4,1,1752,1832,1,20125
4778,4,278,3,4095,2935,1160,45,18,4,4,0,586,586,1,7482
4779,4,279,0,0,1758,1758,27,27,4,4,0,1177,1177,0,14964
4780,4,280,1,63,3501,3474,54,54,2,2,0,1743,1713,1,29929
4781,4,281,2,4032,2885,1157,45,18,4,4,0,616,536,1,27091
4782,4,282,3,4095,1666,2429,26,37,4,4,0,1219,1219,0,21415
4783,4,283,0,0,3320,3320,51,51,2,2,0,1654,1654,1,10062
4784,4,284,1,63,2528,2527,39,39,4,4,0,792,744,1,20125
4785,4,285,2,4032,944,3184,14,49,4,4,0,1584,1616,0,7482
4786,4,286,3,4095,1873,2222,29,34,4,4,0,929,929,0,14964
4787,4,287,0,0,3730,3730,58,58,2,2,0,1857,1857,1,29929
4788,4,288,1,63,3348,3371,52,52,2,2,0,382,386,0,27091
4789,4,289,2,4032,2585,1497,40,23,4,4,0,763,773,1,21415
4790,4,290,3,4095,1058,3037,16,47,4,4,0,1527,1527,0,10062
4791,4,291,0,0,2101,2101,32,32,4,4,0,1043,1043,0,20125
4792,4,292,1,63,90,101,1,1,4,4,0,2011,1957,0,7482
4793,4,293,2,4032,164,3940,2,61,4,2,1,74,54,0,14964
4794,4,294,3,4095,312,3783,4,59,4,2,1,148,148,0,29929
4795,4,295,0,0,608,608,9,9,4,4,0,296,296,0,27091
4796,4,296,1,63,1201,1166,18,18,4,4,0,593,559,0,21415
4797,4,297,2,4032,2387,1683,37,26,4,4,0,1186,1246,0,10062
4798,4,298,3,4095,662,3433,10,53,4,2,1,1725,1725,0,20125
4799,4,299,0,0,1309,1309,20,20,4,4,0,647,647,0,7482
4800,4,300,1,63,2602,2581,40,40,4,4,0,1293,1267,0,14964
4801,4,301,2,4032,1090,2946,17,46,4,4,0,1512,1432,0,29929
4802,4,302,3,4095,2169,1926,33,30,4,4,0,1079,1079,0,27091
4803,4,303,0,0,227,227,3,3,4,4,0,1942,1942,0,21415
4804,4,304,1,63,439,392,6,6,4,4,0,212,172,0,10062
4805,4,305,2,4032,862,3230,13,50,4,2,1,423,473,0,20125
4806,4,306,3,4095,1708,2387,26,37,4,4,0,846,846,0,7482
4807,4,307,0,0,3396,3396,53,53,2,2,0,1688,1688,1,14964
4808,4,308,1,63,2688,2751,42,42,4,4,0,708,700,1,29929
4809,4,309,2,4032,1267,2867,19,44,4,4,0,1421,1523,0,27091
4810,4,310,3,4095,2519,1576,39,24,4,4,0,1252,1252,0,21415
4811,4,311,0,0,927,927,14,14,4,4,0,1592,1592,0,10062
4812,4,312,1,63,1838,1809,28,28,4,4,0,911,881,0,20125
4813,4,313,2,4032,3654,390,57,6,2,4,1,1816,1896,1,7482
4814,4,314,3,4095,3205,890,50,13,2,4,1,449,449,0,14964
4815,4,315,0,0,2307,2307,36,36,4,4,0,898,898,1,29929
4816,4,316,1,63,510,449,7,7,4,4,0,1797,1915,0,27091
4817,4,317,2,4032,1004,3116,15,48,4,4,0,494,530,0,21415
4818,4,318,3,4095,1988,2107,31,32,4,4,0,984,984,0,10062
4819,4,319,0,0,3968,3968,62,62,2,2,0,1980,1980,1,20125
4820,4,320,1,63,3824,3791,59,59,2,2,0,144,240,0,7482
4821,4,321,2,4032,3536,528,55,8,2,4,1,288,224,0,14964
4822,4,322,3,4095,2961,1134,46,17,4,4,0,575,575,1,29929
4823,4,323,0,0,1810,1810,28,28,4,4,0,1151,1151,0,27091
4824,4,324,1,63,3604,3627,56,56,2,2,0,1794,1790,1,21415
4825,4,325,2,4032,3097,985,48,15,4,4,0,507,517,1,10062
4826,4,326,3,4095,2083,2012,32,31,4,4,0,1014,1014,0,20125
4827,4,327,0,0,55,55,0,0,1,1,0,2028,2028,1,7482
4828,4,328,1,63,94,97,1,1,4,4,0,39,89,1,14964
4829,4,329,2,4032,172,3948,2,61,4,2,1,78,50,0,29929
4830,4,330,3,4095,324,3771,5,58,4,2,1,152,152,0,27091
4831,4,331,0,0,641,641,10,10,4,4,0,317,317,0,21415
4832,4,332,1,63,1270,1225,19,19,4,4,0,629,523,0,10062
4833,4,333,2,4032,2525,1565,39,24,4,4,0,1255,1305,0,20125
4834,4,334,3,4095,938,3157,14,49,4,4,0,1587,1587,0,7482
4835,4,335,0,0,1858,1858,29,29,4,4,0,920,920,0,14964
4836,4,336,1,63,3706,3653,57,57,2,2,0,1848,1736,1,29929
4837,4,337,2,4032,3301,805,51,12,2,4,1,405,363,0,27091
4838,4,338,3,4095,2491,1604,38,25,4,4,0,810,810,1,21415
4839,4,339,0,0,870,870,13,13,4,4,0,1621,1621,0,10062
4840,4,340,1,63,1724,1667,26,26,4,4,0,854,810,0,20125
4841,4,341,2,4032,3433,681,53,10,2,4,1,1709,1747,1,7482
4842,4,342,3,4095,2753,1342,43,20,4,4,0,680,680,1,14964
4843,4,343,0,0,1396,1396,21,21,4,4,0,1357,1357,0,29929
4844,4,344,1,63,2777,2790,43,43,4,4,0,1381,1435,0,27091
4845,4,345,2,4032,1443,2659,22,41,4,4,0,1334,1354,0,21415
4846,4,346,3,4095,2871,1224,44,19,4,4,0,1428,1428,0,10062
4847,4,347,0,0,1630,1630,25,25,4,4,0,1241,1241,0,20125
4848,4,348,1,63,3244,3219,50,50,2,2,0,1614,1586,1,7482
4849,4,349,2,4032,2372,1668,37,26,4,4,0,872,792,1,14964
4850,4,350,3,4095,641,3454,10,53,4,2,1,1731,1731,0,29929
4851,4,351,0,0,1271,1271,19,19,4,4,0,630,630,0,27091
4852,4,352,1,63,2526,2529,39,39,4,4,0,1255,1305,0,21415
4853,4,353,2,4032,941,3181,14,49,4,4,0,1585,1615,0,10062
4854,4,354,3,4095,1861,2234,29,34,4,4,0,920,920,0,20125
4855,4,355,0,0,3714,3714,58,58,2,2,0,1853,1853,1,7482
4856,4,356,1,63,3321,3270,51,51,2,2,0,393,503,0,14964
4857,4,357,2,4032,2531,1571,39,24,4,4,0,790,746,1,29929
4858,4,358,3,4095,950,3145,14,49,4,4,0,1581,1581,0,27091
4859,4,359,0,0,1884,1884,29,29,4,4,0,934,934,0,21415
4860,4,360,1,63,3753,3734,58,58,2,2,0,1869,1843,1,10062
4861,4,361,2,4032,3393,641,53,10,2,4,1,360,280,0,20125
4862,4,362,3,4095,2677,1418,41,22,4,4,0,716,716,1,7482
4863,4,363,0,0,1242,1242,19,19,4,4,0,1435,1435,0,14964
4864,4,364,1,63,2469,2458,38,38,4,4,0,1227,1205,0,29929
4865,4,365,2,4032,826,3322,12,51,4,2,1,1643,1685,0,27091
4866,4,366,3,4095,1636,2459,25,38,4,4,0,810,810,0,21415
4867,4,367,0,0,3257,3257,50,50,2,2,0,1621,1621,1,10062
4868,4,368,1,63,2403,2396,37,37,4,4,0,854,810,1,20125
4869,4,369,2,4032,694,3446,10,53,4,2,1,1709,1747,0,7482
4870,4,370,3,4095,1372,2723,21,42,4,4,0,678,678,0,14964
4871,4,371,0,0,2728,2728,42,42,4,4,0,1356,1356,0,29929
4872,4,372,1,63,1344,1407,21,21,4,4,0,1384,1304,0,27091
4873,4,373,2,4032,2675,1459,41,22,4,4,0,1331,1229,0,21415
4874,4,374,3,4095,1239,2856,19,44,4,4,0,1436,1436,0,10062
4875,4,375,0,0,2462,2462,38,38,4,4,0,1223,1223,0,20125
4876,4,376,1,63,812,787,12,12,4,4,0,1650,1678,0,7482
4877,4,377,2,4032,1604,2436,25,38,4,4,0,792,872,0,14964
4878,4,378,3,4095,3201,894,50,13,2,4,1,1597,1597,1,29929
4879,4,379,0,0,2295,2295,35,35,4,4,0,906,906,1,27091
4880,4,380,1,63,478,481,7,7,4,4,0,1817,1767,0,21415
4881,4,381,2,4032,940,3180,14,49,4,4,0,462,434,0,10062
4882,4,382,3,4095,1860,2235,29,34,4,4,0,920,920,0,20125
4883,4,383,0,0,3713,3713,58,58,2,2,0,1853,1853,1,7482
4884,4,384,1,63,3316,3275,51,51,2,2,0,397,499,0,14964
4885,4,385,2,4032,2520,1560,39,24,4,4,0,796,740,1,29929
4886,4,386,3,4095,928,3167,14,49,4,4,0,1592,1592,0,27091
4887,4,387,0,0,1840,1840,28,28,4,4,0,912,912,0,21415
4888,4,388,1,63,3665,3694,57,57,2,2,0,1825,1887,1,10062
4889,4,389,2,4032,3218,850,50,13,2,4,1,447,449,0,20125
4890,4,390,3,4095,2325,1770,36,27,4,4,0,893,893,1,7482
4891,4,391,0,0,538,538,8,8,4,4,0,1787,1787,0,14964
4892,4,392,1,63,1060,1051,16,16,4,4,0,522,502,0,29929
4893,4,393,2,4032,2105,2041,32,31,4,4,0,1045,1003,0,27091
4894,4,394,3,4095,99,3996,1,62,4,2,1,2006,2006,0,21415
4895,4,395,0,0,182,182,2,2,4,4,0,83,83,0,10062
4896,4,396,1,63,349,354,5,5,4,4,0,167,217,0,20125
4897,4,397,2,4032,682,3434,10,53,4,2,1,333,307,0,7482
4898,4,398,3,4095,1346,2749,21,42,4,4,0,664,664,0,14964
4899,4,399,0,0,2683,2683,41,41,4,4,0,1337,1337,0,29929
4900,4,400,1,63,1254,1241,19,19,4,4,0,1429,1387,0,27091
4901,4,401,2,4032,2492,1660,38,25,4,4,0,1238,1194,0,21415
4902,4,402,3,4095,873,3222,13,50,4,2,1,1619,1619,0,10062
4903,4,403,0,0,1729,1729,27,27,4,4,0,856,856,0,20125
4904,4,404,1,63,3447,3400,53,53,2,2,0,1718,1610,1,7482
4905,4,405,2,4032,2783,1311,43,20,4,4,0,664,616,1,14964
4906,4,406,3,4095,1454,2641,22,41,4,4,0,1329,1329,0,29929
4907,4,407,0,0,2886,2886,45,45,4,4,0,1432,1432,0,27091
4908,4,408,1,63,1669,1722,26,26,4,4,0,1217,1215,0,21415
4909,4,409,2,4032,3331,707,52,11,2,4,1,1662,1666,1,10062
4910,4,410,3,4095,2559,1536,39,24,4,4,0,772,772,1,20125
4911,4,411,0,0,1007,1007,15,15,4,4,0,1552,1552,0,7482
4912,4,412,1,63,1991,2040,31,31,4,4,0,984,1064,0,14964
4913,4,413,2,4032,3975,71,62,1,2,4,1,1984,1984,1,29929
4914,4,414,3,4095,3846,249,60,3,2,4,1,129,129,0,27091
4915,4,415,0,0,3588,3588,56,56,2,2,0,258,258,0,21415
4916,4,416,1,63,3073,3134,48,48,4,4,0,515,509,1,10062
4917,4,417,2,4032,2038,2102,31,32,4,4,0,1035,1141,0,20125
4918,4,418,3,4095,4060,35,63,0,3,1,1,2022,2022,1,7482
4919,4,419,0,0,4009,4009,62,62,2,2,0,51,51,1,14964
4920,4,420,1,63,3905,3966,61,61,2,2,0,104,24,0,29929
4921,4,421,2,4032,3702,438,57,6,2,4,1,203,309,0,27091
4922,4,422,3,4095,3293,802,51,12,2,4,1,409,409,0,21415
4923,4,423,0,0,2474,2474,38,38,4,4,0,819,819,1,10062
4924,4,424,1,63,834,893,13,13,4,4,0,1640,1560,0,20125
4925,4,425,2,4032,1659,2491,25,38,4,4,0,825,711,0,7482
4926,4,426,3,4095,3303,792,51,12,2,4,1,1644,1644,1,14964
4927,4,427,0,0,2494,2494,38,38,4,4,0,809,809,1,29929
4928,4,428,1,63,876,851,13,13,4,4,0,1618,1582,0,27091
4929,4,429,2,4032,1732,2308,27,36,4,4,0,856,936,0,21415
4930,4,430,3,4095,3456,639,54,9,2,4,1,1724,1724,1,10062
4931,4,431,0,0,2800,2800,43,43,4,4,0,656,656,1,20125
4932,4,432,1,63,1488,1519,23,23,4,4,0,1312,1248,0,7482
4933,4,433,2,4032,2961,1105,46,17,4,4,0,1473,1471,0,14964
4934,4,434,3,4095,1811,2284,28,35,4,4,0,1150,1150,0,29929
4935,4,435,0,0,3607,3607,56,56,2,2,0,1796,1796,1,27091
4936,4,436,1,63,3103,3104,48,48,4,4,0,504,520,1,21415
4937,4,437,2,4032,2094,2030,32,31,4,4,0,1009,1039,0,10062
4938,4,438,3,4095,70,4025,1,62,4,2,1,2024,2024,0,20125
4939,4,439,0,0,133,133,2,2,4,4,0,63,63,0,7482
4940,4,440,1,63,258,317,4,4,4,4,0,125,131,0,14964
4941,4,441,2,4032,505,3641,7,56,4,2,1,247,137,0,29929
4942,4,442,3,4095,995,3100,15,48,4,4,0,490,490,0,27091
4943,4,443,0,0,1974,1974,30,30,4,4,0,979,979,0,21415
4944,4,444,1,63,3933,3938,61,61,2,2,0,1959,2009,1,10062
4945,4,445,2,4032,3755,363,58,5,2,4,1,178,206,0,20125
4946,4,446,3,4095,3395,700,53,10,2,4,1,360,360,0,7482
4947,4,447,0,0,2685,2685,41,41,4,4,0,710,710,1,14964
4948,4,448,1,63,1258,1237,19,19,4,4,0,1427,1389,0,29929
4949,4,449,2,4032,2498,1538,39,24,4,4,0,1240,1320,0,27091
4950,4,450,3,4095,888,3207,13,50,4,2,1,1610,1610,0,21415
4951,4,451,0,0,1760,1760,27,27,4,4,0,872,872,0,10062
4952,4,452,1,63,3505,3470,54,54,2,2,0,1745,1711,1,20125
4953,4,453,2,4032,2899,1171,45,18,4,4,0,606,546,1,7482
4954,4,454,3,4095,1686,2409,26,37,4,4,0,1213,1213,0,14964
4955,4,455,0,0,3357,3357,52,52,2,2,0,1671,1671,1,29929
4956,4,456,1,63,2602,2581,40,40,4,4,0,755,781,1,27091
4957,4,457,2,4032,1090,2946,17,46,4,4,0,1512,1432,0,21415
4958,4,458,3,4095,2168,1927,33,30,4,4,0,1078,1078,0,10062
4959,4,459,0,0,225,225,3,3,4,4,0,1943,1943,0,20125
4960,4,460,1,63,434,397,6,6,4,4,0,209,175,0,7482
4961,4,461,2,4032,852,3220,13,50,4,2,1,418,478,0,14964
4962,4,462,3,4095,1688,2407,26,37,4,4,0,836,836,0,29929
4963,4,463,0,0,3360,3360,52,52,2,2,0,1672,1672,1,27091
4964,4,464,1,63,2609,2574,40,40,4,4,0,751,785,1,21415
4965,4,465,2,4032,1107,2963,17,46,4,4,0,1502,1442,0,10062
4966,4,466,3,4095,2199,1896,34,29,4,4,0,1092,1092,0,20125
4967,4,467,0,0,287,287,4,4,4,4,0,1912,1912,0,7482
4968,4,468,1,63,558,529,8,8,4,4,0,271,241,0,14964
4969,4,469,2,4032,1094,2950,17,46,4,4,0,536,616,0,29929
4970,4,470,3,4095,2180,1915,34,29,4,4,0,1086,1086,0,27091
4971,4,471,0,0,257,257,4,4,4,4,0,1923,1923,0,21415
4972,4,472,1,63,503,456,7,7,4,4,0,246,138,0,10062
4973,4,473,2,4032,991,3103,15,48,4,4,0,488,536,0,20125
4974,4,474,3,4095,1966,2129,30,33,4,4,0,975,975,0,7482
4975,4,475,0,0,3910,3910,61,61,2,2,0,1944,1944,1,14964
4976,4,476,1,63,3716,3771,58,58,2,2,0,194,190,0,29929
4977,4,477,2,4032,3329,705,52,11,2,4,1,387,381,0,27091
4978,4,478,3,4095,2549,1546,39,24,4,4,0,780,780,1,21415
4979,4,479,0,0,986,986,15,15,4,4,0,1563,1563,0,10062
4980,4,480,1,63,1957,1946,30,30,4,4,0,971,949,0,20125
4981,4,481,2,4032,3899,251,60,3,2,4,1,1942,1898,1,7482
4982,4,482,3,4095,3686,409,57,6,2,4,1,213,213,0,14964
4983,4,483,0,0,3261,3261,50,50,2,2,0,425,425,0,29929
4984,4,484,1,63,2411,2388,37,37,4,4,0,850,814,1,27091
4985,4,485,2,4032,707,3331,11,52,4,2,1,1704,1624,0,21415
4986,4,486,3,4095,1405,2690,21,42,4,4,0,698,698,0,10062
4987,4,487,0,0,2795,2795,43,43,4,4,0,1390,1390,0,20125
4988,4,488,1,63,1475,1532,23,23,4,4,0,1320,1240,0,7482
4989,4,489,2,4032,2943,1215,45,18,4,4,0,1468,1348,0,14964
4990,4,490,3,4095,1775,2320,27,36,4,4,0,1168,1168,0,29929
4991,4,491,0,0,3527,3527,55,55,2,2,0,1752,1752,1,27091
4992,4,492,1,63,2950,3001,46,46,4,4,0,577,575,1,21415
4993,4,493,2,4032,1797,2245,28,35,4,4,0,1153,1151,0,10062
4994,4,494,3,4095,3587,508,56,7,2,4,1,1790,1790,1,20125
4995,4,495,0,0,3068,3068,47,47,4,4,0,519,519,1,7482
4996,4,496,1,63,2024,2007,31,31,4,4,0,1044,1004,0,14964
4997,4,497,2,4032,4032,0,63,0,3,1,1,2008,2088,1,29929
4998,4,498,3,4095,3952,143,61,2,2,4,1,80,80,1,27091
4999,4,499,0,0,3793,3793,59,59,2,2,0,159,159,0,21415
5000,4,500,1,63,3474,3501,54,54,2,2,0,319,321,0,10062
5001,4,501,2,4032,2837,1237,44,19,4,4,0,637,643,1,20125
5002,4,502,3,4095,1563,2532,24,39,4,4,0,1274,1274,0,7482
5003,4,503,0,0,3110,3110,48,48,4,4,0,1547,1547,0,14964
5004,4,504,1,63,2109,2050,32,32,4,4,0,1001,1047,0,29929
5005,4,505,2,4032,106,4010,1,62,4,2,1,2003,1965,0,27091
5006,4,506,3,4095,194,3901,3,60,4,2,1,88,88,0,21415
5007,4,507,0,0,379,379,5,5,4,4,0,185,185,0,10062
5008,4,508,1,63,743,728,11,11,4,4,0,364,404,0,20125
5009,4,509,2,4032,1471,2687,22,41,4,4,0,728,680,0,7482
5010,4,510,3,4095,2927,1168,45,18,4,4,0,1456,1456,0,14964
5011,4,511,0,0,1735,1735,27,27,4,4,0,1192,1192,0,29929
5012,4,512,1,63,3462,3513,54,54,2,2,0,1727,1729,1,27091
5013,4,513,2,4032,2820,1220,44,19,4,4,0,642,638,1,21415
5014,4,514,3,4095,1536,2559,24,39,4,4,0,1284,1284,0,10062
5015,4,515,0,0,3058,3058,47,47,4,4,0,1522,1522,0,20125
5016,4,516,1,63,2005,2026,31,31,4,4,0,1053,995,0,7482
5017,4,517,2,4032,3995,91,62,1,2,4,1,1990,1978,1,14964
5018,4,518,3,4095,3879,216,60,3,2,4,1,116,116,0,29929
5019,4,519,0,0,3646,3646,56,56,2,2,0,233,233,0,27091
5020,4,520,1,63,3180,3155,49,49,4,4,0,466,430,1,21415
5021,4,521,2,4032,2244,1796,35,28,4,4,0,936,856,0,10062
5022,4,522,3,4095,385,3710,6,57,4,2,1,1859,1859,0,20125
5023,4,523,0,0,759,759,11,11,4,4,0,374,374,0,7482
5024,4,524,1,63,1502,1505,23,23,4,4,0,743,793,0,14964
5025,4,525,2,4032,2988,1132,46,17,4,4,0,1486,1458,0,29929
5026,4,526,3,4095,1860,2235,29,34,4,4,0,1128,1128,0,27091
5027,4,527,0,0,3713,3713,58,58,2,2,0,1853,1853,1,21415
5028,4,528,1,63,3316,3275,51,51,2,2,0,397,499,0,10062
5029,4,529,2,4032,2520,1560,39,24,4,4,0,796,740,1,20125
5030,4,530,3,4095,929,3166,14,49,4,4,0,1591,1591,0,7482
5031,4,531,0,0,1842,1842,28,28,4,4,0,913,913,0,14964
5032,4,532,1,63,3669,3690,57,57,2,2,0,1827,1885,1,29929
5033,4,533,2,4032,3226,858,50,13,2,4,1,443,453,0,27091
5034,4,534,3,4095,2341,1754,36,27,4,4,0,885,885,1,21415
5035,4,535,0,0,570,570,8,8,4,4,0,1771,1771,0,10062
5036,4,536,1,63,1124,1115,17,17,4,4,0,554,598,0,20125
5037,4,537,2,4032,2233,1913,34,29,4,4,0,1109,1067,0,7482
5038,4,538,3,4095,355,3740,5,58,4,2,1,1878,1878,0,14964
5039,4,539,0,0,694,694,10,10,4,4,0,339,339,0,29929
5040,4,540,1,63,1373,1378,21,21,4,4,0,679,729,0,27091
5041,4,541,2,4032,2731,1387,42,21,4,4,0,1358,1330,0,21415
5042,4,542,3,4095,1347,2748,21,42,4,4,0,1384,1384,0,10062
5043,4,543,0,0,2686,2686,41,41,4,4,0,1339,1339,0,20125
5044,4,544,1,63,1261,1234,19,19,4,4,0,1425,1391,0,7482
5045,4,545,2,4032,2501,1541,39,24,4,4,0,1240,1320,0,14964
5046,4,546,3,4095,898,3197,14,49,4,4,0,1603,1603,0,29929
5047,4,547,0,0,1785,1785,27,27,4,4,0,887,887,0,27091
5048,4,548,1,63,3555,3548,55,55,2,2,0,1770,1814,1,21415
5049,4,549,2,4032,2999,1143,46,17,4,4,0,556,596,1,10062
5050,4,550,3,4095,1886,2209,29,34,4,4,0,1113,1113,0,20125
5051,4,551,0,0,3757,3757,58,58,2,2,0,1871,1871,1,7482
5052,4,552,1,63,3397,3450,53,53,2,2,0,360,280,0,14964
5053,4,553,2,4032,2690,1346,42,21,4,4,0,707,701,1,29929
5054,4,554,3,4095,1275,2820,19,44,4,4,0,1415,1415,0,27091
5055,4,555,0,0,2535,2535,39,39,4,4,0,1260,1260,0,21415
5056,4,556,1,63,958,897,14,14,4,4,0,1577,1623,0,10062
5057,4,557,2,4032,1900,2220,29,34,4,4,0,942,978,0,20125
5058,4,558,3,4095,3780,315,59,4,2,4,1,1880,1880,1,7482
5059,4,559,0,0,3457,3457,54,54,2,2,0,323,323,0,14964
5060,4,560,1,63,2807,2760,43,43,4,4,0,650,758,1,29929
5061,4,561,2,4032,1502,2590,23,40,4,4,0,1305,1255,0,27091
5062,4,562,3,4095,2989,1106,46,17,4,4,0,1487,1487,0,21415
5063,4,563,0,0,1861,1861,29,29,4,4,0,1128,1128,0,10062
5064,4,564,1,63,3714,3773,58,58,2,2,0,1853,1859,1,20125
5065,4,565,2,4032,3323,827,51,12,2,4,1,391,505,0,7482
5066,4,566,3,4095,2534,1561,39,24,4,4,0,789,789,1,14964
5067,4,567,0,0,957,957,14,14,4,4,0,1577,1577,0,29929
5068,4,568,1,63,1898,1877,29,29,4,4,0,941,979,0,27091
5069,4,569,2,4032,3778,258,59,4,2,4,1,1880,1960,1,21415
5070,4,570,3,4095,3450,645,53,10,2,4,1,328,328,0,10062
5071,4,571,0,0,2789,2789,43,43,4,4,0,661,661,1,20125
5072,4,572,1,63,1466,1413,22,22,4,4,0,1323,1365,0,7482
5073,4,573,2,4032,2917,1189,45,18,4,4,0,1451,1493,0,14964
5074,4,574,3,4095,1722,2373,26,37,4,4,0,1195,1195,0,29929
5075,4,575,0,0,3429,3429,53,53,2,2,0,1707,1707,1,27091
5076,4,576,1,63,2747,2692,42,42,4,4,0,682,726,1,21415
5077,4,577,2,4032,1383,2727,21,42,4,4,0,1364,1324,0,10062
5078,4,578,3,4095,2750,1345,42,21,4,4,0,1367,1367,0,20125
5079,4,579,0,0,1389,1389,21,21,4,4,0,1361,1361,0,7482
5080,4,580,1,63,2757,2810,43,43,4,4,0,1368,1448,0,14964
5081,4,581,2,4032,1411,2627,22,41,4,4,0,1346,1342,0,29929
5082,4,582,3,4095,2812,1283,43,20,4,4,0,1401,1401,0,27091
5083,4,583,0,0,1512,1512,23,23,4,4,0,1300,1300,0,21415
5084,4,584,1,63,3008,3071,47,47,4,4,0,1496,1576,0,10062
5085,4,585,2,4032,1904,2224,29,34,4,4,0,1104,1200,0,20125
5086,4,586,3,4095,3792,303,59,4,2,4,1,1888,1888,1,7482
5087,4,587,0,0,3473,3473,54,54,2,2,0,319,319,0,14964
5088,4,588,1,63,2834,2861,44,44,4,4,0,639,641,1,29929
5089,4,589,2,4032,1557,2517,24,39,4,4,0,1277,1283,0,27091
5090,4,590,3,4095,3099,996,48,15,4,4,0,1542,1542,0,21415
5091,4,591,0,0,2087,2087,32,32,4,4,0,1012,1012,0,10062
5092,4,592,1,63,62,1,0,0,1,1,0,2025,2071,1,20125
5093,4,593,2,4032,109,4013,1,62,4,2,1,47,81,1,7482
5094,4,594,3,4095,197,3898,3,60,4,2,1,88,88,0,14964
5095,4,595,0,0,387,387,6,6,4,4,0,190,190,0,29929
5096,4,596,1,63,767,704,11,11,4,4,0,380,260,0,27091
5097,4,597,2,4032,1518,2606,23,40,4,4,0,751,785,0,21415
5098,4,598,3,4095,3014,1081,47,16,4,4,0,1496,1496,0,10062
5099,4,599,0,0,1925,1925,30,30,4,4,0,1089,1089,0,20125
5100,4,600,1,63,3842,3901,60,60,2,2,0,1917,1923,1,7482
5101,4,601,2,4032,3576,568,55,8,2,4,1,266,374,0,14964
5102,4,602,3,4095,3040,1055,47,16,4,4,0,536,536,1,29929
5103,4,603,0,0,1969,1969,30,30,4,4,0,1071,1071,0,27091
5104,4,604,1,63,3923,3948,61,61,2,2,0,1954,2014,1,21415
5105,4,605,2,4032,3735,343,58,5,2,4,1,188,196,0,10062
5106,4,606,3,4095,3359,736,52,11,2,4,1,376,376,0,20125
5107,4,607,0,0,2606,2606,40,40,4,4,0,753,753,1,7482
5108,4,608,1,63,1094,1145,17,17,4,4,0,1512,1432,0,14964
5109,4,609,2,4032,2180,1860,34,29,4,4,0,1086,1090,0,29929
5110,4,610,3,4095,256,3839,4,59,4,2,1,1924,1924,0,27091
5111,4,611,0,0,496,496,7,7,4,4,0,240,240,0,21415
5112,4,612,1,63,976,1007,15,15,4,4,0,480,544,0,10062
5113,4,613,2,4032,1936,2128,30,33,4,4,0,960,960,0,20125
5114,4,614,3,4095,3856,239,60,3,2,4,1,1920,1920,1,7482
5115,4,615,0,0,3601,3601,56,56,2,2,0,255,255,0,14964
5116,4,616,1,63,3090,3117,48,48,4,4,0,511,513,1,29929
