cycle,regime,local_cycle,active_mode,mask_val,computed,computed_mod,e_field_base,e_field_mod,attractor_base,attractor_mod,attractor_changed,delta_computed,delta_mod,transition_base,mode_lfsr_state
1420,1,1420,0,0,852,852,13,13,4,4,0,34,34,0,21415
1421,1,1421,0,0,920,920,14,14,4,4,0,68,68,0,10062
1422,1,1422,0,0,993,993,15,15,4,4,0,73,73,0,20125
1423,1,1423,0,0,1074,1074,16,16,4,4,0,81,81,0,7482
1424,1,1424,0,0,1108,1108,17,17,4,4,0,34,34,0,14964
1425,1,1425,0,0,1176,1176,18,18,4,4,0,68,68,0,29929
1426,1,1426,0,0,1249,1249,19,19,4,4,0,73,73,0,27091
1427,1,1427,0,0,1331,1331,20,20,4,4,0,82,82,0,21415
1428,1,1428,0,0,1367,1367,21,21,4,4,0,36,36,0,10062
1429,1,1429,0,0,1438,1438,22,22,4,4,0,71,71,0,20125
1430,1,1430,0,0,1517,1517,23,23,4,4,0,79,79,0,7482
1431,1,1431,0,0,1605,1605,25,25,4,4,0,88,88,0,14964
1432,1,1432,0,0,1667,1667,26,26,4,4,0,62,62,0,29929
1433,1,1433,0,0,1727,1727,26,26,4,4,0,60,60,0,27091
1434,1,1434,0,0,1775,1775,27,27,4,4,0,48,48,0,21415
1435,1,1435,0,0,1863,1863,29,29,4,4,0,88,88,0,10062
1436,1,1436,0,0,1927,1927,30,30,4,4,0,64,64,0,20125
1437,1,1437,0,0,1991,1991,31,31,4,4,0,64,64,0,7482
1438,1,1438,0,0,2055,2055,32,32,4,4,0,64,64,0,14964
1439,1,1439,0,0,2118,2118,33,33,4,4,0,63,63,0,29929
1440,1,1440,0,0,2180,2180,34,34,4,4,0,62,62,0,27091
1441,1,1441,0,0,2240,2240,35,35,4,4,0,60,60,0,21415
1442,1,1442,0,0,2291,2291,35,35,4,4,0,51,51,0,10062
1443,1,1443,0,0,2327,2327,36,36,4,4,0,36,36,0,20125
1444,1,1444,0,0,2398,2398,37,37,4,4,0,71,71,0,7482
1445,1,1445,0,0,2477,2477,38,38,4,4,0,79,79,0,14964
1446,1,1446,0,0,2565,2565,40,40,4,4,0,88,88,0,29929
1447,1,1447,0,0,2626,2626,41,41,4,4,0,61,61,0,27091
1448,1,1448,0,0,2680,2680,41,41,4,4,0,54,54,0,21415
1449,1,1449,0,0,2721,2721,42,42,4,4,0,41,41,0,10062
1450,1,1450,0,0,2803,2803,43,43,4,4,0,82,82,0,20125
1451,1,1451,0,0,2838,2838,44,44,4,4,0,35,35,0,7482
1452,1,1452,0,0,2908,2908,45,45,4,4,0,70,70,0,14964
1453,1,1453,0,0,2984,2984,46,46,4,4,0,76,76,0,29929
1454,1,1454,0,0,3072,3072,48,48,4,4,0,88,88,0,27091
1455,1,1455,0,0,3120,3120,48,48,4,4,0,48,48,0,21415
1456,1,1456,0,0,3153,3153,49,49,4,4,0,33,33,0,10062
1457,1,1457,0,0,3218,3218,50,50,2,2,0,65,65,1,20125
1458,1,1458,0,0,3284,3284,51,51,2,2,0,66,66,0,7482
1459,1,1459,0,0,3352,3352,52,52,2,2,0,68,68,0,14964
1460,1,1460,0,0,3425,3425,53,53,2,2,0,73,73,0,29929
1461,1,1461,0,0,3506,3506,54,54,2,2,0,81,81,0,27091
1462,1,1462,0,0,3541,3541,55,55,2,2,0,35,35,0,21415
1463,1,1463,0,0,3610,3610,56,56,2,2,0,69,69,0,10062
1464,1,1464,0,0,3685,3685,57,57,2,2,0,75,75,0,20125
1465,1,1465,0,0,3771,3771,58,58,2,2,0,86,86,0,7482
1466,1,1466,0,0,3815,3815,59,59,2,2,0,44,44,0,14964
1467,1,1467,0,0,3903,3903,60,60,2,2,0,88,88,0,29929
1468,1,1468,0,0,3950,3950,61,61,2,2,0,47,47,0,27091
1469,1,1469,0,0,4038,4038,63,63,3,3,0,88,88,1,21415
1470,1,1470,0,0,4095,4095,63,63,3,3,0,57,57,0,10062
1471,1,1471,0,0,67,67,1,1,4,4,0,4028,4028,1,20125
1472,1,1472,0,0,127,127,1,1,4,4,0,60,60,0,7482
1473,1,1473,0,0,174,174,2,2,4,4,0,47,47,0,14964
1474,1,1474,0,0,262,262,4,4,4,4,0,88,88,0,29929
1475,1,1475,0,0,325,325,5,5,4,4,0,63,63,0,27091
1476,1,1476,0,0,386,386,6,6,4,4,0,61,61,0,21415
1477,1,1477,0,0,442,442,6,6,4,4,0,56,56,0,10062
1478,1,1478,0,0,484,484,7,7,4,4,0,42,42,0,20125
1479,1,1479,0,0,568,568,8,8,4,4,0,84,84,0,7482
1480,1,1480,0,0,608,608,9,9,4,4,0,40,40,0,14964
1481,1,1481,0,0,689,689,10,10,4,4,0,81,81,0,29929
1482,1,1482,0,0,723,723,11,11,4,4,0,34,34,0,27091
1483,1,1483,0,0,790,790,12,12,4,4,0,67,67,0,21415
1484,1,1484,0,0,860,860,13,13,4,4,0,70,70,0,10062
1485,1,1485,0,0,936,936,14,14,4,4,0,76,76,0,20125
1486,1,1486,0,0,1024,1024,16,16,4,4,0,88,88,0,7482
1487,1,1487,0,0,1073,1073,16,16,4,4,0,49,49,0,14964
1488,1,1488,0,0,1106,1106,17,17,4,4,0,33,33,0,29929
1489,1,1489,0,0,1173,1173,18,18,4,4,0,67,67,0,27091
1490,1,1490,0,0,1242,1242,19,19,4,4,0,69,69,0,21415
1491,1,1491,0,0,1316,1316,20,20,4,4,0,74,74,0,10062
1492,1,1492,0,0,1400,1400,21,21,4,4,0,84,84,0,20125
1493,1,1493,0,0,1441,1441,22,22,4,4,0,41,41,0,7482
1494,1,1494,0,0,1523,1523,23,23,4,4,0,82,82,0,14964
1495,1,1495,0,0,1558,1558,24,24,4,4,0,35,35,0,29929
1496,1,1496,0,0,1629,1629,25,25,4,4,0,71,71,0,27091
1497,1,1497,0,0,1707,1707,26,26,4,4,0,78,78,0,21415
1498,1,1498,0,0,1795,1795,28,28,4,4,0,88,88,0,10062
1499,1,1499,0,0,1852,1852,28,28,4,4,0,57,57,0,20125
1500,2,0,3,4095,83,4012,1,62,4,2,1,1769,1769,0,21415
1501,2,1,3,4095,151,3944,2,61,4,2,1,68,68,0,10062
1502,2,2,3,4095,223,3872,3,60,4,2,1,72,72,0,20125
1503,2,3,3,4095,302,3793,4,59,4,2,1,79,79,0,7482
1504,2,4,3,4095,390,3705,6,57,4,2,1,88,88,0,14964
1505,2,5,3,4095,452,3643,7,56,4,2,1,62,62,0,29929
1506,2,6,3,4095,513,3582,8,55,4,2,1,61,61,0,27091
1507,2,7,3,4095,564,3531,8,55,4,2,1,51,51,0,21415
1508,2,8,3,4095,600,3495,9,54,4,2,1,36,36,0,10062
1509,2,9,3,4095,673,3422,10,53,4,2,1,73,73,0,20125
1510,2,10,3,4095,754,3341,11,52,4,2,1,81,81,0,7482
1511,2,11,3,4095,789,3306,12,51,4,2,1,35,35,0,14964
1512,2,12,3,4095,858,3237,13,50,4,2,1,69,69,0,29929
1513,2,13,3,4095,933,3162,14,49,4,4,0,75,75,0,27091
1514,2,14,3,4095,1018,3077,15,48,4,4,0,85,85,0,21415
1515,2,15,3,4095,1061,3034,16,47,4,4,0,43,43,0,10062
1516,2,16,2,4032,1147,3003,17,46,4,4,0,86,42,0,20125
1517,2,17,2,4032,1191,2919,18,45,4,4,0,44,84,0,7482
1518,2,18,2,4032,1278,2878,19,44,4,4,0,87,41,0,14964
1519,2,19,2,4032,1325,2797,20,43,4,4,0,47,81,0,29929
1520,2,20,2,4032,1413,2629,22,41,4,4,0,88,168,0,27091
1521,2,21,2,4032,1475,2563,23,40,4,4,0,62,66,0,21415
1522,2,22,2,4032,1534,2622,23,40,4,4,0,59,59,0,10062
1523,2,23,2,4032,1581,2541,24,39,4,4,0,47,81,0,20125
1524,2,24,2,4032,1669,2373,26,37,4,4,0,88,168,0,7482
1525,2,25,2,4032,1730,2306,27,36,4,4,0,61,67,0,14964
1526,2,26,2,4032,1784,2360,27,36,4,4,0,54,54,0,29929
1527,2,27,2,4032,1825,2273,28,35,4,4,0,41,87,0,27091
1528,2,28,2,4032,1906,2226,29,34,4,4,0,81,47,0,21415
1529,2,29,2,4032,1941,2133,30,33,4,4,0,35,93,0,10062
1530,2,30,2,4032,2011,2075,31,32,4,4,0,70,58,0,20125
1531,2,31,2,4032,2087,2023,32,31,4,4,0,76,52,0,7482
1532,2,32,2,4032,2175,1983,33,30,4,4,0,88,40,0,14964
1533,2,33,2,4032,2223,1903,34,29,4,4,0,48,80,0,29929
1534,2,34,2,4032,2311,1735,36,27,4,4,0,88,168,0,27091
1535,2,35,2,4032,2375,1671,37,26,4,4,0,64,64,0,21415
1536,2,36,2,4032,2438,1606,38,25,4,4,0,63,65,0,10062
1537,2,37,2,4032,2500,1540,39,24,4,4,0,62,66,0,20125
1538,2,38,2,4032,2560,1472,40,23,4,4,0,60,68,0,7482
1539,2,39,2,4032,2611,1523,40,23,4,4,0,51,51,0,14964
1540,2,40,2,4032,2646,1430,41,22,4,4,0,35,93,0,29929
1541,2,41,2,4032,2716,1372,42,21,4,4,0,70,58,0,27091
1542,2,42,2,4032,2792,1320,43,20,4,4,0,76,52,0,21415
1543,2,43,2,4032,2880,1152,45,18,4,4,0,88,168,0,10062
1544,2,44,2,4032,2929,1201,45,18,4,4,0,49,49,0,20125
1545,2,45,2,4032,2962,1106,46,17,4,4,0,33,95,0,7482
1546,2,46,2,4032,3029,1045,47,16,4,4,0,67,61,0,14964
1547,2,47,2,4032,3099,987,48,15,4,4,0,70,58,0,29929
1548,2,48,1,63,3174,3161,49,49,4,4,0,75,53,0,27091
1549,2,49,1,63,3260,3203,50,50,2,2,0,86,42,1,21415
1550,2,50,1,63,3304,3287,51,51,2,2,0,44,84,0,10062
1551,2,51,1,63,3392,3455,53,53,2,2,0,88,168,0,20125
1552,2,52,1,63,3442,3405,53,53,2,2,0,50,50,0,7482
1553,2,53,1,63,3477,3498,54,54,2,2,0,35,93,0,14964
1554,2,54,1,63,3547,3556,55,55,2,2,0,70,58,0,29929
1555,2,55,1,63,3622,3609,56,56,2,2,0,75,53,0,27091
1556,2,56,1,63,3708,3651,57,57,2,2,0,86,42,0,21415
1557,2,57,1,63,3752,3735,58,58,2,2,0,44,84,0,10062
1558,2,58,1,63,3840,3903,60,60,2,2,0,88,168,0,20125
1559,2,59,1,63,3889,3854,60,60,2,2,0,49,49,0,7482
1560,2,60,1,63,3923,3948,61,61,2,2,0,34,94,0,14964
1561,2,61,1,63,3991,4008,62,62,2,2,0,68,60,0,29929
1562,2,62,1,63,4062,4065,63,63,3,3,0,71,57,1,27091
1563,2,63,1,63,45,18,0,0,1,1,0,4017,4047,1,21415
1564,2,64,3,4095,133,3962,2,61,4,2,1,88,88,1,10062
1565,2,65,3,4095,194,3901,3,60,4,2,1,61,61,0,20125
1566,2,66,3,4095,249,3846,3,60,4,2,1,55,55,0,7482
1567,2,67,3,4095,291,3804,4,59,4,2,1,42,42,0,14964
1568,2,68,3,4095,375,3720,5,58,4,2,1,84,84,0,29929
1569,2,69,3,4095,415,3680,6,57,4,2,1,40,40,0,27091
1570,2,70,3,4095,494,3601,7,56,4,2,1,79,79,0,21415
1571,2,71,3,4095,582,3513,9,54,4,2,1,88,88,0,10062
1572,2,72,3,4095,645,3450,10,53,4,2,1,63,63,0,20125
1573,2,73,3,4095,706,3389,11,52,4,2,1,61,61,0,7482
1574,2,74,3,4095,761,3334,11,52,4,2,1,55,55,0,14964
1575,2,75,3,4095,802,3293,12,51,4,2,1,41,41,0,29929
1576,2,76,3,4095,884,3211,13,50,4,2,1,82,82,0,27091
1577,2,77,3,4095,921,3174,14,49,4,4,0,37,37,0,21415
1578,2,78,3,4095,995,3100,15,48,4,4,0,74,74,0,10062
1579,2,79,3,4095,1079,3016,16,47,4,4,0,84,84,0,20125
1580,2,80,1,63,1119,1120,17,17,4,4,0,40,88,0,7482
1581,2,81,1,63,1198,1169,18,18,4,4,0,79,49,0,14964
1582,2,82,1,63,1286,1337,20,20,4,4,0,88,168,0,29929
1583,2,83,1,63,1348,1403,21,21,4,4,0,62,66,0,27091
1584,2,84,1,63,1408,1471,22,22,4,4,0,60,68,0,21415
1585,2,85,1,63,1457,1422,22,22,4,4,0,49,49,0,10062
1586,2,86,1,63,1490,1517,23,23,4,4,0,33,95,0,20125
1587,2,87,1,63,1556,1579,24,24,4,4,0,66,62,0,7482
1588,2,88,1,63,1624,1639,25,25,4,4,0,68,60,0,14964
1589,2,89,1,63,1697,1694,26,26,4,4,0,73,55,0,29929
1590,2,90,1,63,1779,1740,27,27,4,4,0,82,46,0,27091
1591,2,91,1,63,1815,1832,28,28,4,4,0,36,92,0,21415
1592,2,92,1,63,1886,1889,29,29,4,4,0,71,57,0,10062
1593,2,93,1,63,1965,1938,30,30,4,4,0,79,49,0,20125
1594,2,94,1,63,2053,2106,32,32,4,4,0,88,168,0,7482
1595,2,95,1,63,2114,2173,33,33,4,4,0,61,67,0,14964
1596,2,96,0,0,2170,2170,33,33,4,4,0,56,56,0,29929
1597,2,97,0,0,2212,2212,34,34,4,4,0,42,42,0,27091
1598,2,98,0,0,2297,2297,35,35,4,4,0,85,85,0,21415
1599,2,99,0,0,2339,2339,36,36,4,4,0,42,42,0,10062
1600,2,100,0,0,2423,2423,37,37,4,4,0,84,84,0,20125
1601,2,101,0,0,2462,2462,38,38,4,4,0,39,39,0,7482
1602,2,102,0,0,2540,2540,39,39,4,4,0,78,78,0,14964
1603,2,103,0,0,2628,2628,41,41,4,4,0,88,88,0,29929
1604,2,104,0,0,2688,2688,42,42,4,4,0,60,60,0,27091
1605,2,105,0,0,2738,2738,42,42,4,4,0,50,50,0,21415
1606,2,106,0,0,2773,2773,43,43,4,4,0,35,35,0,10062
1607,2,107,0,0,2842,2842,44,44,4,4,0,69,69,0,20125
1608,2,108,0,0,2917,2917,45,45,4,4,0,75,75,0,7482
1609,2,109,0,0,3003,3003,46,46,4,4,0,86,86,0,14964
1610,2,110,0,0,3047,3047,47,47,4,4,0,44,44,0,29929
1611,2,111,0,0,3135,3135,48,48,4,4,0,88,88,0,27091
1612,2,112,3,4095,3182,913,49,14,4,4,0,47,47,0,21415
1613,2,113,3,4095,3270,825,51,12,2,4,1,88,88,1,10062
1614,2,114,3,4095,3332,763,52,11,2,4,1,62,62,0,20125
1615,2,115,3,4095,3392,703,53,10,2,4,1,60,60,0,7482
1616,2,116,3,4095,3441,654,53,10,2,4,1,49,49,0,14964
1617,2,117,3,4095,3474,621,54,9,2,4,1,33,33,0,29929
1618,2,118,3,4095,3541,554,55,8,2,4,1,67,67,0,27091
1619,2,119,3,4095,3610,485,56,7,2,4,1,69,69,0,21415
1620,2,120,3,4095,3685,410,57,6,2,4,1,75,75,0,10062
1621,2,121,3,4095,3770,325,58,5,2,4,1,85,85,0,20125
1622,2,122,3,4095,3812,283,59,4,2,4,1,42,42,0,7482
1623,2,123,3,4095,3896,199,60,3,2,4,1,84,84,0,14964
1624,2,124,3,4095,3937,158,61,2,2,4,1,41,41,0,29929
1625,2,125,3,4095,4018,77,62,1,2,4,1,81,81,0,27091
1626,2,126,3,4095,4053,42,63,0,3,1,1,35,35,1,21415
1627,2,127,3,4095,26,4069,0,63,1,3,1,4027,4027,1,10062
1628,2,128,2,4032,100,4004,1,62,4,2,1,74,54,1,20125
1629,2,129,2,4032,184,3960,2,61,4,2,1,84,44,0,7482
1630,2,130,2,4032,225,3873,3,60,4,2,1,41,87,0,14964
1631,2,131,2,4032,306,3826,4,59,4,2,1,81,47,0,29929
1632,2,132,2,4032,340,3732,5,58,4,2,1,34,94,0,27091
1633,2,133,2,4032,409,3673,6,57,4,2,1,69,59,0,21415
1634,2,134,2,4032,482,3618,7,56,4,2,1,73,55,0,10062
1635,2,135,2,4032,565,3573,8,55,4,2,1,83,45,0,20125
1636,2,136,2,4032,603,3483,9,54,4,2,1,38,90,0,7482
1637,2,137,2,4032,678,3430,10,53,4,2,1,75,53,0,14964
1638,2,138,2,4032,765,3389,11,52,4,2,1,87,41,0,29929
1639,2,139,2,4032,811,3307,12,51,4,2,1,46,82,0,27091
1640,2,140,2,4032,899,3139,14,49,4,4,0,88,168,0,21415
1641,2,141,2,4032,957,3197,14,49,4,4,0,58,58,0,10062
1642,2,142,2,4032,1003,3115,15,48,4,4,0,46,82,0,20125
1643,2,143,2,4032,1091,2947,17,46,4,4,0,88,168,0,7482
1644,2,144,2,4032,1150,3006,17,46,4,4,0,59,59,0,14964
1645,2,145,2,4032,1196,2924,18,45,4,4,0,46,82,0,29929
1646,2,146,2,4032,1284,2756,20,43,4,4,0,88,168,0,27091
1647,2,147,2,4032,1345,2689,21,42,4,4,0,61,67,0,21415
1648,2,148,2,4032,1397,2741,21,42,4,4,0,52,52,0,10062
1649,2,149,2,4032,1434,2650,22,41,4,4,0,37,91,0,20125
1650,2,150,2,4032,1508,2596,23,40,4,4,0,74,54,0,7482
1651,2,151,2,4032,1592,2552,24,39,4,4,0,84,44,0,14964
1652,2,152,2,4032,1632,2464,25,38,4,4,0,40,88,0,29929
1653,2,153,2,4032,1712,2416,26,37,4,4,0,80,48,0,27091
1654,2,154,2,4032,1745,2321,27,36,4,4,0,33,95,0,21415
1655,2,155,2,4032,1811,2259,28,35,4,4,0,66,62,0,10062
1656,2,156,2,4032,1878,2198,29,34,4,4,0,67,61,0,20125
1657,2,157,2,4032,1949,2141,30,33,4,4,0,71,57,0,7482
1658,2,158,2,4032,2027,2091,31,32,4,4,0,78,50,0,14964
1659,2,159,2,4032,2115,1923,33,30,4,4,0,88,168,0,29929
1660,2,160,1,63,2175,2112,33,33,4,4,0,60,60,0,27091
1661,2,161,1,63,2223,2192,34,34,4,4,0,48,80,0,21415
1662,2,162,1,63,2311,2360,36,36,4,4,0,88,168,0,10062
1663,2,163,1,63,2374,2425,37,37,4,4,0,63,65,0,20125
1664,2,164,1,63,2436,2491,38,38,4,4,0,62,66,0,7482
1665,2,165,1,63,2497,2558,39,39,4,4,0,61,67,0,14964
1666,2,166,1,63,2551,2504,39,39,4,4,0,54,54,0,29929
1667,2,167,1,63,2591,2592,40,40,4,4,0,40,88,0,27091
1668,2,168,1,63,2671,2640,41,41,4,4,0,80,48,0,21415
1669,2,169,1,63,2759,2808,43,43,4,4,0,88,168,0,10062
1670,2,170,1,63,2822,2873,44,44,4,4,0,63,65,0,20125
1671,2,171,1,63,2885,2938,45,45,4,4,0,63,65,0,7482
1672,2,172,1,63,2946,3005,46,46,4,4,0,61,67,0,14964
1673,2,173,1,63,3003,2948,46,46,4,4,0,57,57,0,29929
1674,2,174,1,63,3047,3032,47,47,4,4,0,44,84,0,27091
1675,2,175,1,63,3135,3072,48,48,4,4,0,88,40,0,21415
1676,2,176,3,4095,3182,913,49,14,4,4,0,47,47,0,10062
1677,2,177,3,4095,3270,825,51,12,2,4,1,88,88,1,20125
1678,2,178,3,4095,3333,762,52,11,2,4,1,63,63,0,7482
1679,2,179,3,4095,3395,700,53,10,2,4,1,62,62,0,14964
1680,2,180,3,4095,3455,640,53,10,2,4,1,60,60,0,29929
1681,2,181,3,4095,3502,593,54,9,2,4,1,47,47,0,27091
1682,2,182,3,4095,3590,505,56,7,2,4,1,88,88,0,21415
1683,2,183,3,4095,3652,443,57,6,2,4,1,62,62,0,10062
1684,2,184,3,4095,3713,382,58,5,2,4,1,61,61,0,20125
1685,2,185,3,4095,3766,329,58,5,2,4,1,53,53,0,7482
1686,2,186,3,4095,3804,291,59,4,2,4,1,38,38,0,14964
1687,2,187,3,4095,3880,215,60,3,2,4,1,76,76,0,29929
1688,2,188,3,4095,3968,127,62,1,2,4,1,88,88,0,27091
1689,2,189,3,4095,4017,78,62,1,2,4,1,49,49,0,21415
1690,2,190,3,4095,4051,44,63,0,3,1,1,34,34,1,10062
1691,2,191,3,4095,22,4073,0,63,1,3,1,4029,4029,1,20125
1692,2,192,1,63,92,99,1,1,4,4,0,70,58,1,7482
1693,2,193,1,63,169,150,2,2,4,4,0,77,51,0,14964
1694,2,194,1,63,257,318,4,4,4,4,0,88,168,0,29929
1695,2,195,1,63,310,265,4,4,4,4,0,53,53,0,27091
1696,2,196,1,63,348,355,5,5,4,4,0,38,90,0,21415
1697,2,197,1,63,424,407,6,6,4,4,0,76,52,0,10062
1698,2,198,1,63,512,575,8,8,4,4,0,88,168,0,20125
1699,2,199,1,63,563,524,8,8,4,4,0,51,51,0,7482
1700,2,200,1,63,598,617,9,9,4,4,0,35,93,0,14964
1701,2,201,1,63,669,674,10,10,4,4,0,71,57,0,29929
1702,2,202,1,63,747,724,11,11,4,4,0,78,50,0,27091
1703,2,203,1,63,835,892,13,13,4,4,0,88,168,0,21415
1704,2,204,1,63,892,835,13,13,4,4,0,57,57,0,10062
1705,2,205,1,63,936,919,14,14,4,4,0,44,84,0,20125
1706,2,206,1,63,1024,1087,16,16,4,4,0,88,168,0,7482
1707,2,207,1,63,1072,1039,16,16,4,4,0,48,48,0,14964
1708,2,208,0,0,1105,1105,17,17,4,4,0,33,33,0,29929
1709,2,209,0,0,1170,1170,18,18,4,4,0,65,65,0,27091
1710,2,210,0,0,1236,1236,19,19,4,4,0,66,66,0,21415
1711,2,211,0,0,1305,1305,20,20,4,4,0,69,69,0,10062
1712,2,212,0,0,1379,1379,21,21,4,4,0,74,74,0,20125
1713,2,213,0,0,1462,1462,22,22,4,4,0,83,83,0,7482
1714,2,214,0,0,1500,1500,23,23,4,4,0,38,38,0,14964
1715,2,215,0,0,1577,1577,24,24,4,4,0,77,77,0,29929
1716,2,216,0,0,1665,1665,26,26,4,4,0,88,88,0,27091
1717,2,217,0,0,1719,1719,26,26,4,4,0,54,54,0,21415
1718,2,218,0,0,1759,1759,27,27,4,4,0,40,40,0,10062
1719,2,219,0,0,1839,1839,28,28,4,4,0,80,80,0,20125
1720,2,220,0,0,1927,1927,30,30,4,4,0,88,88,0,7482
1721,2,221,0,0,1990,1990,31,31,4,4,0,63,63,0,14964
1722,2,222,0,0,2053,2053,32,32,4,4,0,63,63,0,29929
1723,2,223,0,0,2114,2114,33,33,4,4,0,61,61,0,27091
1724,2,224,3,4095,2170,1925,33,30,4,4,0,56,56,0,21415
1725,2,225,3,4095,2212,1883,34,29,4,4,0,42,42,0,10062
1726,2,226,3,4095,2296,1799,35,28,4,4,0,84,84,0,20125
1727,2,227,3,4095,2336,1759,36,27,4,4,0,40,40,0,7482
1728,2,228,3,4095,2417,1678,37,26,4,4,0,81,81,0,14964
1729,2,229,3,4095,2451,1644,38,25,4,4,0,34,34,0,29929
1730,2,230,3,4095,2519,1576,39,24,4,4,0,68,68,0,27091
1731,2,231,3,4095,2591,1504,40,23,4,4,0,72,72,0,21415
1732,2,232,3,4095,2670,1425,41,22,4,4,0,79,79,0,10062
1733,2,233,3,4095,2758,1337,43,20,4,4,0,88,88,0,20125
1734,2,234,3,4095,2820,1275,44,19,4,4,0,62,62,0,7482
1735,2,235,3,4095,2881,1214,45,18,4,4,0,61,61,0,14964
1736,2,236,3,4095,2933,1162,45,18,4,4,0,52,52,0,29929
1737,2,237,3,4095,2970,1125,46,17,4,4,0,37,37,0,27091
1738,2,238,3,4095,3044,1051,47,16,4,4,0,74,74,0,21415
1739,2,239,3,4095,3128,967,48,15,4,4,0,84,84,0,10062
1740,2,240,2,4032,3169,929,49,14,4,4,0,41,87,0,20125
1741,2,241,2,4032,3250,882,50,13,2,4,1,81,47,1,7482
1742,2,242,2,4032,3285,789,51,12,2,4,1,35,93,0,14964
1743,2,243,2,4032,3354,730,52,11,2,4,1,69,59,0,29929
1744,2,244,2,4032,3429,677,53,10,2,4,1,75,53,0,27091
1745,2,245,2,4032,3515,635,54,9,2,4,1,86,42,0,21415
1746,2,246,2,4032,3559,551,55,8,2,4,1,44,84,0,10062
1747,2,247,2,4032,3647,511,56,7,2,4,1,88,40,0,20125
1748,2,248,2,4032,3695,431,57,6,2,4,1,48,80,0,7482
1749,2,249,2,4032,3783,263,59,4,2,4,1,88,168,0,14964
1750,2,250,2,4032,3847,199,60,3,2,4,1,64,64,0,29929
1751,2,251,2,4032,3910,134,61,2,2,4,1,63,65,0,27091
1752,2,252,2,4032,3973,69,62,1,2,4,1,63,65,0,21415
1753,2,253,2,4032,4035,3,63,0,3,1,1,62,66,1,10062
1754,2,254,2,4032,4093,61,63,0,3,1,1,58,58,0,20125
1755,2,255,2,4032,42,4074,0,63,1,3,1,4051,4013,1,7482
1756,2,256,2,4032,130,3906,2,61,4,2,1,88,168,1,14964
1757,2,257,2,4032,186,3962,2,61,4,2,1,56,56,0,29929
1758,2,258,2,4032,228,3876,3,60,4,2,1,42,86,0,27091
1759,2,259,2,4032,313,3833,4,59,4,2,1,85,43,0,21415
1760,2,260,2,4032,354,3746,5,58,4,2,1,41,87,0,10062
1761,2,261,2,4032,437,3701,6,57,4,2,1,83,45,0,20125
1762,2,262,2,4032,474,3610,7,56,4,2,1,37,91,0,7482
1763,2,263,2,4032,549,3557,8,55,4,2,1,75,53,0,14964
1764,2,264,2,4032,634,3514,9,54,4,2,1,85,43,0,29929
1765,2,265,2,4032,676,3428,10,53,4,2,1,42,86,0,27091
1766,2,266,2,4032,761,3385,11,52,4,2,1,85,43,0,21415
1767,2,267,2,4032,803,3299,12,51,4,2,1,42,86,0,10062
1768,2,268,2,4032,886,3254,13,50,4,2,1,83,45,0,20125
1769,2,269,2,4032,925,3165,14,49,4,4,0,39,89,0,7482
1770,2,270,2,4032,1003,3115,15,48,4,4,0,78,50,0,14964
1771,2,271,2,4032,1091,2947,17,46,4,4,0,88,168,0,29929
1772,2,272,1,63,1149,1090,17,17,4,4,0,58,58,0,27091
1773,2,273,1,63,1195,1172,18,18,4,4,0,46,82,0,21415
1774,2,274,1,63,1283,1340,20,20,4,4,0,88,168,0,10062
1775,2,275,1,63,1340,1283,20,20,4,4,0,57,57,0,20125
1776,2,276,1,63,1385,1366,21,21,4,4,0,45,83,0,7482
1777,2,277,1,63,1473,1534,23,23,4,4,0,88,168,0,14964
1778,2,278,1,63,1527,1480,23,23,4,4,0,54,54,0,29929
1779,2,279,1,63,1566,1569,24,24,4,4,0,39,89,0,27091
1780,2,280,1,63,1645,1618,25,25,4,4,0,79,49,0,21415
1781,2,281,1,63,1733,1786,27,27,4,4,0,88,168,0,10062
1782,2,282,1,63,1794,1853,28,28,4,4,0,61,67,0,20125
1783,2,283,1,63,1848,1799,28,28,4,4,0,54,54,0,7482
1784,2,284,1,63,1888,1887,29,29,4,4,0,40,88,0,14964
1785,2,285,1,63,1968,1935,30,30,4,4,0,80,48,0,29929
1786,2,286,1,63,2001,2030,31,31,4,4,0,33,95,0,27091
1787,2,287,1,63,2066,2093,32,32,4,4,0,65,63,0,21415
1788,2,288,3,4095,2132,1963,33,30,4,4,0,66,66,0,10062
1789,2,289,3,4095,2201,1894,34,29,4,4,0,69,69,0,20125
1790,2,290,3,4095,2274,1821,35,28,4,4,0,73,73,0,7482
1791,2,291,3,4095,2357,1738,36,27,4,4,0,83,83,0,14964
1792,2,292,3,4095,2394,1701,37,26,4,4,0,37,37,0,29929
1793,2,293,3,4095,2468,1627,38,25,4,4,0,74,74,0,27091
1794,2,294,3,4095,2552,1543,39,24,4,4,0,84,84,0,21415
1795,2,295,3,4095,2592,1503,40,23,4,4,0,40,40,0,10062
1796,2,296,3,4095,2673,1422,41,22,4,4,0,81,81,0,20125
1797,2,297,3,4095,2707,1388,42,21,4,4,0,34,34,0,7482
1798,2,298,3,4095,2774,1321,43,20,4,4,0,67,67,0,14964
1799,2,299,3,4095,2845,1250,44,19,4,4,0,71,71,0,29929
1800,2,300,3,4095,2922,1173,45,18,4,4,0,77,77,0,27091
1801,2,301,3,4095,3010,1085,47,16,4,4,0,88,88,0,21415
1802,2,302,3,4095,3065,1030,47,16,4,4,0,55,55,0,10062
